accuracy,loss,val_accuracy,val_loss
0.7470316290855408,0.5087544322013855,0.7959514856338501,0.45466670393943787
0.7811554670333862,0.4601958692073822,0.7876731157302856,0.4579581320285797
0.7920370101928711,0.44251036643981934,0.7965061664581299,0.44070327281951904
0.7994608283042908,0.42986229062080383,0.8097885251045227,0.42269206047058105
0.8050843477249146,0.4202973544597626,0.8066274523735046,0.42901572585105896
0.8095204830169678,0.41312602162361145,0.814893901348114,0.41695553064346313
0.8138734698295593,0.4053421914577484,0.8169277310371399,0.4089380204677582
0.8159852027893066,0.40091806650161743,0.816426694393158,0.41152018308639526
0.8198527693748474,0.39568471908569336,0.8241384625434875,0.4006982147693634
0.8214694857597351,0.39159688353538513,0.8161881566047668,0.4164940118789673
0.8244591355323792,0.3870558738708496,0.8202319145202637,0.40692660212516785
0.8263348937034607,0.38327690958976746,0.821132481098175,0.4067123234272003
0.8280617594718933,0.37935972213745117,0.8260052800178528,0.40045323967933655
0.82989501953125,0.37608984112739563,0.819802463054657,0.4114718735218048
0.832062840461731,0.37227505445480347,0.8214426040649414,0.40687012672424316
0.8328981995582581,0.36943548917770386,0.8245320916175842,0.40402984619140625
0.8349093794822693,0.36671945452690125,0.8242995142936707,0.40772366523742676
0.8365685939788818,0.36360809206962585,0.8143869638442993,0.4337158203125
